Company_Brand,Sector,Stage,HeadQuarter,What_it_does,Amount,Year,Founded,Founders,Investor
Heads Up For Tails,Pet care,Series A,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",37000000.0,2021,2008.0,Rashi Sanon,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,Food & Beverages,Pre-series B,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2000000.0,2021,2012.0,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund
Neeman,Consumer Goods,Series A,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2000000.0,2021,2017.0,Taran Chhabra,Sixth Sense Ventures
BharatPe,FinTech,Series E,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",370000000.0,2021,2018.0,"Ashneer Grover, Shashvat Nakrani",Tiger Global
GoSats,FinTech,Seed,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,700000.0,2021,2020.0,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,FinTech,Pre-series A,Bangalore,Making Investment Social- India's First Social Trading Platform,5000000.0,2021,2020.0,Ajay Lakhotia,"Roots Ventures, Velo Partners"
Onsurity,Health Care,Series A,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",16000000.0,2021,2020.0,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners
Khabri,Media,Pre-series A,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2000000.0,2021,2017.0,"Pulkit Sharma, Aankit Roy, Sandeep Singh",
Celcius,Logistics,Undisclosed,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,500000.0,2021,2020.0,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Health Care,Seed,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,172005293.10344827,2021,2017.0,Abhilesh Gupta,SucSEED Indovation Fund
Enguru,EdTech,Pre-series A,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,172005293.10344827,2021,2014.0,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,EdTech,Pre-seed,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,200000.0,2021,2020.0,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital"
RenewBuy,FinTech,Series C,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",10000000.0,2021,2015.0,Balachander Sekhar,Evolvence Capital
Faarms,AgriTech,Seed,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2000000.0,2021,2020.0,"Taranbir Singh, Alok Duggal",
UrbanMatrix Technologies,Drone,Undisclosed,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,100000.0,2021,2019.0,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI
Jupiter,Banking,Series B,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",44000000.0,2021,2019.0,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,Deeptech,Seed,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",1000000.0,2021,2012.0,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund
Playo,SportsTech,Pre-series A,Bangalore,Playo is a one stop destination app for all things sports,500000.0,2021,2014.0,Daanish Suhail,ah! Ventures High Tables
Toothsi,Health,Series B,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,20000000.0,2021,2018.0,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,Consumer Goods,Series C,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",10000000.0,2021,2012.0,Sahil Dharia,A91 Partners
Goodmeetings,Computer Software,Series A,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,1700000.0,2021,2020.0,Srinivasan Narayan,Chiratae Ventures
Apnaklub,Wholesale,Seed,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,3500000.0,2021,2020.0,"Shruti, Manish Kumar",Sequoia’s Surge
ChefKart,Consumer Goods,Pre-seed,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",300000.0,2021,2020.0,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,Apparel & Fashion,Series A,Gurugram,A new-age supply chain and product development platform for the fashion industry.,20000000.0,2021,2020.0,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital"
Fabheads,Industrial Automation,Pre-series A,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,172005293.10344827,2021,2015.0,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,Logistics & Supply Chain,Seed,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",770000.0,2021,2016.0,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures"
StackBOX,Logistics & Supply Chain,Undisclosed,Bangalore,DISTRIBUTION SIMPLIFIED,1200000.0,2021,2016.0,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group"
MedPrime Technologies,Health Care,Seed,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",172005293.10344827,2021,2014.0,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha"
infra.market,Construction,Series D,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,125000000.0,2021,2016.0,"Souvik Sengupta, Aaditya Sharda",Tiger Global
CollegeDekho,E-Learning,Series B,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",35000000.0,2021,2015.0,Ruchir Arora,"Disrupt ADQ, QIC"
BOX8,Food & Beverages,Undisclosed,Mumbai,India's Largest Desi Meals Brand,40000000.0,2021,2012.0,"Anshul Gupta, Amit Raj",Tiger Global
Simpl,Consumer Services,Series B,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",40000000.0,2021,2015.0,"Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures"
8i Ventures,Venture Capital & Private Equity,Undisclosed,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,50000000.0,2021,2018.0,Vikram Chachra,
PayGlocal,Financial Services,Series A,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,4900000.0,2021,2021.0,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India
Curefit,Health,Undisclosed,Bangalore,Tata Digital-backed Curefit,145000000.0,2021,2016.0,"Mukesh Bansal, Ankit",Zomato
Pocket FM,OTT,Series B,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",22000000.0,2021,2018.0,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Automotive,Undisclosed,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,10000000.0,2021,2018.0,Kartikey Hariyani,Venture Catalysts
PlanetSpark,Education Management,Series B,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,13000000.0,2021,2017.0,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Financial Services,Series A,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,10000000.0,2021,2015.0,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Computer Software,Series A,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",10000000.0,2021,2009.0,"Anuj, Anant Garg",Signal Peak Ventures
AgroStar,AgriTech,Series D,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",70000000.0,2021,2013.0,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise"
Bizongo,Information Technology & Services,Series D,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global
Probus Insurance,Insurance,Undisclosed,Mumbai,Probus Insurance is a leading InsurTech platform in India.,6700000.0,2021,2002.0,Rakesh goyal,BlueOrchard Impact Investment Managers
MoEngage,Software,Series D,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,30000000.0,2021,2014.0,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital
CloudSEK,Computer & Network Security,Series A,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,7000000.0,2021,2015.0,Rahul Sasi,MassMutual Ventures
Exponent Energy,Automotive,Pre-series A,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,5000000.0,2021,2020.0,"Arun Vinayak, Sanjay Byalal",YourNest VC
Trinkerr,Capital Markets,Series A,Bangalore,Trinkerr is India's first social trading platform.,6600000.0,2021,2021.0,"Manvendra Singh, Gaurav Agarwal",Accel India
Zorro,Social network,Seed,Gurugram,Pseudonymous social network platform,32000000.0,2021,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Automotive,Series C,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,150000000.0,2021,2021.0,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho"
NephroPlus,Hospital & Health Care,Series E,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",24000000.0,2021,2009.0,Vikram Vuppala,IIFL Asset Management
Unremot,Information Technology & Services,Seed,Bangalore,Unremot is a personal office for consultants!,700000.0,2021,2020.0,Shiju Radhakrishnan,Inflection Point Ventures
FanAnywhere,Financial Services,Seed,Bangalore,Celebrity NFT platform,172005293.10344827,2021,2021.0,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,E-Learning,Undisclosed,Pune,PingoLearn offers language learning courses with snackable videos.,200000.0,2021,2021.0,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Music,Seed,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,1500000.0,2021,2021.0,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover"
Enmovil,Information Technology & Services,Pre-series A,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,1300000.0,2021,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund
ASQI Advisors,Financial Services,Pre-series A,Mumbai,Bringing Blockchain technology intro mainstream finance!,1000000.0,2021,2019.0,Swapnil Pawar,Founders Room Capital
Insurance Samadhan,Insurance,Pre-series A,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,725000.0,2021,2018.0,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL"
Evenflow Brands,Consumer Goods,Undisclosed,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,500000.0,2021,2020.0,"Utsav Agarwal, Pulkit Chhabra",
MasterChow,Food & Beverages,Seed,Unknown,A ready-to-cook Asian cuisine brand,461000.0,2021,2020.0,"Vidur Kataria, Sidhanth Madan",WEH Ventures
Fullife Healthcare,Health Care,Undisclosed,Pharmaceuticals	#Ref!,Varun Khanna,172005293.10344827,2021,2009.0,Morgan Stanley Private Equity Asia,$22000000
MoEVing,EV,Undisclosed,Gurugram	#Ref!,"Vikash Mishra, Mragank Jain",172005293.10344827,2021,2021.0,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",$5000000
Pristyn Care,Hospital & Health Care,Series E,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,96000000.0,2021,2018.0,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,Health,Series A,Mumbai,Plant-based nutraceutical firm,5000000.0,2021,2018.0,"Rishubh Satiya, Akash Zaveri","Guild Capital, RPSG Capital Ventures"
Uni Cards,Financial Services,Series A,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",70000000.0,2021,2020.0,"Nitin Gupta, Prateek Jindal, Laxmikant Vyas","General Catalyst, Eight Roads Ventures, Elevation Capital"
Practically,E-Learning,Undisclosed,Hyderabad,An experiential learning app for grades 6th to 12th.,5000000.0,2021,2018.0,"Subbarao Siddabattula, Charu Noheria, Ilangovel Thulasimani","NB Ventures, Earlsfield Capital"
Nestasia,Retail,Series A,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",4000000.0,2021,2018.0,"Aditi Murarka Agrawal, Anurag Agrawal","Varun Alagh, Sahil Barua"
Vedic Cosmeceuticals,Cosmetics,Series A,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,32000000.0,2021,2002.0,Mohit Goel,Sixth Sense Ventures
Juspay,FinTech,Series C,Bangalore,Enable frictionless payments for the billion Indians.,60000000.0,2021,2012.0,"Vimal Kumar, Ramanathan RV",SoftBank Vision Fund 2
TranZact,Information Technology & Services,Series A,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,7000000.0,2021,2017.0,"Ritesh Kumar, Sharad Sen Sharma, Rohan Sen Sharma","Tribe Capital, Prime Venture Partners"
Atomberg,Consumer Electronics,Undisclosed,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,20000000.0,2021,2012.0,"Manoj, Sibabrata Das",Jungle Ventures
Ola,Mobility,Undisclosed,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",500000000.0,2021,2010.0,Bhavish Aggarwal,Marquee international institutional investors
Mohalla Tech,Social Media,Series G,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",266000000.0,2021,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh",Alkeon Capital
